# SH0ES Cepheid data (Riess et al. 2022)
# Columns: galaxy, period[days], W_H[mag], W_H_err[mag], metallicity[dex]
galaxy	period	W_H	W_H_err	metallicity
N1559	65.3613	22.7066	0.5351	0.0146704
N1559	36.2939	24.0799	0.5664	0.0169404
N1559	29.2526	24.7816	0.4823	-0.0187496
N1559	89.0402	22.5380	0.1733	-0.00585958
N1559	67.2640	22.8540	0.3398	0.0118904
N1559	53.3527	22.5578	0.4571	0.0258304
N1559	34.9786	23.5892	0.5554	0.0171404
N1559	64.9480	22.4070	0.4227	0.0153804
N1559	26.2586	24.1513	0.5623	0.0195504
N1559	48.3703	24.0885	0.4456	0.0181304
N1559	22.1216	24.3283	0.7234	-0.00089958
N1559	25.1843	23.5970	0.6724	0.00924042
N1559	44.2144	23.9026	0.6293	-0.00414958
N1559	17.8712	25.1350	0.6517	0.00713042
N1559	15.4467	24.4574	0.4984	-0.0731696
N1559	22.8843	25.4371	0.6277	0.0140804
N1559	20.6212	24.4706	0.6403	-0.00535958
N1559	15.7215	24.2743	0.5314	-0.0182796
N1559	15.2665	25.1488	0.6466	0.00084042
N1559	23.9079	24.9724	0.6054	-0.00811958
N1559	34.5515	24.7447	0.5903	0.0287404
N1559	38.5660	22.5011	0.5258	-0.0170696
N1559	70.6562	23.2571	0.3479	0.0284104
N1559	51.2119	22.7142	0.4086	0.0254604
N1559	18.5920	24.2860	0.6518	0.0218204
N1559	19.3766	24.5402	0.5881	0.0189604
N1559	37.2139	23.5053	0.4778	0.0277604
N1559	27.8447	23.6870	0.5865	0.00985042
N1559	32.2923	24.4615	0.6375	0.0138104
N1559	35.7642	23.2110	0.5931	0.0179004
N1559	17.3594	25.7078	0.7307	-0.00210958
N1559	24.7442	24.2818	0.5941	0.0199804
N1559	48.0109	23.1800	0.2819	-0.0271096
N1559	25.2221	24.9613	0.5916	0.0129604
N1559	38.4127	23.6321	0.6666	0.0165404
N1559	35.5501	24.3429	0.5152	0.0113204
N1559	36.2242	24.4631	0.5755	0.0126504
N1559	20.5017	25.0281	0.5011	0.0133704
N1559	33.5001	24.3684	0.5272	0.0121004
N1559	35.4476	24.1088	0.4771	0.0257904
N1559	15.1251	25.3035	0.5020	0.00548042
N1559	36.7589	23.4724	0.5351	0.0155104
N2442	36.4620	23.8846	0.4080	0.0534104
N2442	19.9422	24.6637	0.4920	0.0284004
N2442	28.7056	23.9688	0.5685	0.0664704
N2442	36.2908	23.6230	0.3904	0.0574304
N2442	29.5764	24.8466	0.7277	0.0649404
N2442	68.2167	23.1163	0.4785	0.0619604
N2442	29.5923	24.1106	0.4575	-0.0650096
N2442	36.5904	23.4311	0.5388	0.0736904
N2442	40.0774	24.2528	0.5493	0.0449304
N2442	23.3128	24.7568	0.4679	0.0818404
N2442	26.8845	23.6081	0.6109	0.0734904
N2442	27.3094	23.8076	0.6188	0.0777104
N2442	33.2784	24.6138	0.4099	0.0740804
N2442	30.4233	24.5635	0.6378	0.0457204
N2442	36.4092	24.3724	0.5459	0.0876204
N2442	23.4850	25.0421	0.5236	0.0954704
N2442	37.2363	23.2590	0.7517	0.0787304
N2442	32.0394	23.4720	0.5496	0.0858104
N2442	22.7525	24.3883	0.5248	0.0321804
N2442	20.0099	24.6079	0.5355	0.0731904
N2442	71.2162	23.0217	0.4896	0.0451104
N2442	31.1149	23.6764	0.5558	0.0613104
N2442	20.3064	24.1123	0.5747	0.0658204
N2442	27.1263	23.9319	0.4161	0.0437004
N2442	24.3538	23.9990	0.4904	0.0316404
N2442	34.4309	24.0520	0.3923	-0.0661896
N2442	86.8274	23.2194	0.1996	-0.0641396
N2442	27.2756	23.6095	0.5430	0.0423904
N2442	26.6785	24.7461	0.5875	0.0697804
N2442	34.6328	24.3357	0.5608	-0.0681496
N2442	35.9724	23.2699	0.5432	0.0666404
N2442	22.8590	24.4771	0.5390	0.0737304
N2442	55.9832	23.5876	0.4320	0.0635204
N2442	22.1485	24.4529	0.6201	0.0405704
N2442	33.9890	24.2569	0.6075	0.0414004
N2442	45.5131	23.6276	0.4908	0.0395404
N2442	31.6464	24.1610	0.6619	0.0426104
N2442	47.4755	22.8970	0.5666	0.0266004
N2442	39.1957	24.3254	0.6167	0.0373504
N2442	39.3579	23.4827	0.5529	0.0252504
N2442	34.3174	23.6604	0.4903	0.0354004
N2442	30.8472	24.3617	0.4443	0.0388804
N2442	22.7635	23.9223	0.4828	0.0372604
N2442	23.1406	23.4404	0.4632	-0.0610196
N2442	23.0153	24.3853	0.5360	0.0355104
N2442	32.8197	23.3886	0.5090	-0.0792696
N2442	49.7545	23.4951	0.4564	0.0664204
N2442	39.0325	23.5265	0.5524	0.0529004
N2442	41.3353	23.3949	0.5338	0.0381304
N2442	24.8543	24.1898	0.5337	0.0634404
N2442	20.4308	24.1687	0.6001	-0.0153596
N2442	46.6773	23.0404	0.5760	0.0259604
N2442	35.0299	24.0587	0.5022	-0.0131996
N2442	35.2469	23.9816	0.6402	0.0595204
N2442	45.5310	23.6600	0.3333	-0.0869196
N2442	46.0146	24.0300	0.3869	-0.10617
N2442	27.5801	24.5356	0.6428	0.0557704
N2442	51.6283	23.4014	0.5224	0.0533904
N2442	23.0153	24.5156	0.4994	0.0551704
N2442	28.1683	23.9084	0.5707	-0.0894996
N2442	22.9655	24.3137	0.5648	0.0284604
N2442	25.0534	24.0609	0.5125	-0.0243996
N2442	26.9183	23.6736	0.4961	-0.0383296
N2442	25.5221	24.6864	0.7151	0.0122904
N2442	42.7176	23.7824	0.5449	-0.00386958
N2442	25.5231	24.6529	0.6046	-0.0186096
N2442	25.2185	24.4093	0.6408	-0.0291296
N2442	54.0545	23.7291	0.5679	0.0474404
N2442	36.6470	24.0980	0.6713	-0.0447896
N2442	30.2083	23.7415	0.6027	0.0363604
N2442	25.9550	24.2216	0.6055	-0.10578
N2442	44.6015	23.9304	0.3742	-0.11235
N2442	25.0365	25.2582	0.6148	-0.0332096
N2442	66.7996	22.3827	0.5765	0.0408604
N2442	23.9278	23.6002	0.5692	-0.0528496
N2442	30.3646	23.4757	0.5654	-0.0206196
N2442	25.1947	23.9428	0.5477	0.0397104
N2442	20.8179	25.2155	0.5317	-0.0455996
N2442	40.2874	23.9573	0.5264	-0.0154196
N2442	21.0627	25.0216	0.5684	-0.0753396
N2442	26.8148	23.5773	0.5247	-0.0650696
N2442	34.1552	23.6963	0.5572	-0.0661596
N2442	28.2180	24.2976	0.5568	-0.0183096
N2442	28.9813	23.6550	0.5014	-0.0928796
N2442	37.4402	23.6859	0.5760	-0.0216996
N2442	26.4615	23.7885	0.6071	-0.0158196
N2442	41.9463	23.3555	0.5839	-0.0404496
N2442	44.0272	23.6892	0.6219	-0.0279396
N2442	30.8661	23.6764	0.6302	-0.0579496
N2442	34.3651	23.1761	0.5539	-0.0694496
N2442	45.0015	23.5726	0.4577	-0.0710896
N2442	72.5397	22.7683	0.1478	-0.11262
N2442	35.9833	24.1454	0.4722	-0.0559496
N2442	60.0286	23.6894	0.4914	-0.0644896
N2442	36.2789	23.5893	0.6342	-0.0558396
N2442	28.6857	23.6586	0.4820	-0.0840996
N2442	36.8371	23.5948	0.6508	-0.0579596
N2442	36.3506	23.2204	0.5467	-0.0473396
N2442	52.3528	23.1262	0.6271	-0.0564696
N2442	46.0136	24.0410	0.4099	-0.0695496
N2442	22.7277	24.4035	0.6101	-0.0656096
N2442	66.1110	23.3462	0.4348	-0.0622296
N2442	29.3008	24.4618	0.5974	-0.0758996
N2442	63.6628	22.6937	0.4274	-0.0716596
N2442	53.3579	23.1348	0.4172	-0.0736996
N2442	29.8103	24.1360	0.4964	0.0484404
N2442	28.7912	24.4738	0.5527	0.0419804
N2442	29.8909	24.1571	0.6373	-0.0228396
N2442	21.9355	24.3208	0.4597	0.0206804
N2442	21.9265	24.8143	0.6187	0.0610204
N2442	55.3861	22.9304	0.2559	-0.0670996
N2442	58.0203	22.5523	0.2025	-0.0644396
N2442	24.0831	24.1841	0.7310	0.0398804
N2442	35.9664	22.5797	0.4989	0.0643904
N2442	23.3596	24.5740	0.6311	0.0644804
N2442	27.9264	24.0945	0.6151	0.0316104
N2442	21.0568	24.2659	0.5764	0.0374504
N2442	32.7311	24.0758	0.5298	0.0290904
N2442	27.0427	24.5741	0.9253	-0.0633396
N2442	36.4909	22.7246	0.6251	0.0254604
N2442	27.1472	23.4206	0.5579	0.0738104
N2442	23.3606	23.9797	0.5460	0.0854004
N2442	63.1385	22.4605	0.4048	0.0207904
N2442	36.5376	23.4522	0.6227	0.0204104
N2442	32.3032	23.7476	0.4726	-0.0742296
N2442	29.7466	24.4141	0.5336	0.0709304
N2442	22.9078	24.4626	0.6157	0.0176804
N2442	21.9862	24.9243	0.5651	0.0520704
N2442	37.3825	24.0618	0.5578	0.0256604
N2442	61.6168	23.5068	0.4908	0.0345204
N2442	33.2018	24.1294	0.5578	0.0238004
N2442	43.2968	24.3921	0.4568	0.0822404
N2442	29.0729	24.2098	0.6339	0.0380904
N2442	100.2144	22.2140	0.3352	0.0251304
N2442	29.8312	23.7910	0.5864	0.0656604
N2442	26.4565	24.9593	0.6427	0.0467004
N2442	28.9484	24.5488	0.4806	0.0245004
N2442	25.8505	23.4432	0.5049	0.0685204
N2442	47.5461	24.1286	0.6741	0.0487704
N2442	22.8152	24.9155	0.5668	0.0160704
N2442	29.6083	23.9147	0.6652	0.0526004
N2442	50.3048	23.6260	0.7275	0.0369904
N2442	35.3603	23.8966	0.6096	0.0295804
N2442	24.6006	24.4135	0.5458	-0.0139596
N2442	33.0903	24.0246	0.6180	0.0804704
N2442	46.0623	23.0156	0.6352	-0.0196496
N2442	44.3955	23.7382	0.6245	0.0392504
N2442	39.7520	22.9257	0.4150	0.0345604
N2442	72.6054	23.4094	0.4438	0.0347504
N2442	35.6957	24.1821	0.7166	0.0299404
N2442	19.9521	24.4446	0.5932	-0.10227
N2442	45.8385	22.5798	0.6627	0.0247304
N2442	26.6516	23.5248	0.4789	-0.0817796
N2442	45.8225	23.9099	0.5709	-0.0497196
N2442	21.8877	23.7357	0.5856	-0.0770796
N2442	55.4538	23.7244	0.4692	0.00031042
N2442	26.9312	24.0018	0.6272	-0.0345796
N2442	23.3725	23.6730	0.5371	-0.0235696
N2442	58.2661	22.5473	0.4718	0.00891042
N2442	53.5998	23.3945	0.4736	0.00832042
N2442	50.6988	23.3176	0.5557	0.00791042
N2442	20.7712	25.2245	0.5781	-0.0326796
N2442	34.6786	24.1102	0.5917	0.00557042
N2442	20.0477	25.2830	0.6868	-0.0189796
N2442	33.6347	23.7254	0.5771	-0.0365796
N2442	23.0550	25.5750	0.6152	-0.0297796
N2442	32.5390	23.0921	0.5638	-0.0512596
N2442	68.1651	22.4686	0.3442	-0.0993196
N2442	35.9644	23.8860	0.3376	-0.11291
N2442	29.5794	23.8793	0.5766	-0.0291896
N2442	27.7761	24.6612	0.5411	-0.0524796
N2442	40.7302	24.0146	0.3528	-0.0937296
N2442	57.9676	22.7933	0.4265	-0.0325096
N2442	26.3849	24.7112	0.6254	0.10434
N2442	48.0139	23.0821	0.4224	-0.0907796
N2442	62.7813	23.1188	0.3444	-0.0981696
N2442	21.2369	23.9329	0.5797	-0.00169958
N2525	36.0972	23.6828	0.6272	0.0649304
N2525	35.0359	24.4508	0.4924	0.0976804
N2525	32.4326	24.4219	0.5247	0.0930004
N2525	30.4839	23.9839	0.5314	0.12463
N2525	40.8850	24.2815	0.5791	0.12487
N2525	67.4446	24.8669	0.4551	0.0832004
N2525	83.7604	23.5289	0.3616	0.0819204
N2525	52.7950	23.8637	0.3427	0.0878204
N2525	48.5654	24.2998	0.5073	0.0983404
N2525	40.2225	25.3522	0.6098	0.11834
N2525	36.7976	23.7796	0.5699	0.0953004
N2525	35.8496	24.0290	0.5158	0.10441
N2525	29.0206	24.4969	0.6179	0.10515
N2525	36.0038	23.9889	0.6078	0.12415
N2525	32.9668	24.4166	0.6500	0.0794804
N2525	78.2366	22.9286	0.3471	0.0874804
N2525	31.8696	23.9964	0.5609	0.11986
N2525	22.0296	24.7362	0.6552	0.0986204
N2525	34.1008	24.8916	0.3738	0.0446804
N2525	21.7570	24.8436	0.6442	0.0693604
N2525	22.4872	25.3517	0.5933	0.10641
N2525	78.5847	22.5072	0.4214	0.10541
N2525	49.6467	24.4557	0.6342	0.0857604
N2525	28.4427	24.9329	0.5908	0.12716
N2525	27.7265	24.8276	0.6981	0.13222
N2525	45.7244	24.0159	0.6670	0.12236
N2525	32.5749	23.9786	0.5677	0.10679
N2525	29.9259	24.8852	0.6283	0.0840104
N2525	29.1271	24.0155	0.5617	0.0670604
N2525	24.4956	24.3149	0.5568	0.0928304
N2525	42.5034	23.4614	0.4995	0.0808004
N2525	44.0274	23.6535	0.6838	0.0899704
N2525	90.9027	23.3029	0.3982	0.0904504
N2525	49.6875	22.8215	0.5577	0.0882504
N2525	29.4056	24.0158	0.5551	0.0918204
N2525	37.2283	23.7874	0.6267	0.10014
N2525	25.2874	25.0416	0.5371	0.0902304
N2525	39.0516	24.3147	0.5189	0.0864804
N2525	28.2696	24.2835	0.6234	0.0919904
N2525	46.5938	24.1799	0.2956	0.0663404
N2525	25.4376	24.7062	0.6288	0.10104
N2525	41.5555	24.5517	0.5806	0.0641304
N2525	51.2025	23.8837	0.3767	0.0881904
N2525	47.2852	24.4130	0.5954	0.13427
N2525	30.6163	25.3236	0.5555	0.0972404
N2525	49.9799	23.9263	0.4713	0.0633104
N2525	55.2829	24.2276	0.5031	0.12783
N2525	40.2941	23.4416	0.4805	0.0744104
N2525	38.9492	24.6376	0.6499	0.11786
N2525	48.1853	24.8762	0.6268	0.136
N2525	28.5730	24.4678	0.5867	0.10048
N2525	30.8082	24.6019	0.3957	0.0884104
N2525	34.1735	24.0281	0.6288	0.0991604
N2525	33.4334	24.0842	0.5184	0.0838004
N2525	53.0069	24.3219	0.5309	0.0899704
N2525	36.5349	25.0504	0.5448	0.1285
N2525	89.7009	23.0627	0.4007	0.0905604
N2525	27.5823	24.3544	0.6592	0.0967704
N2525	25.5510	25.2328	0.7093	0.11012
N2525	32.4107	24.5271	0.5535	0.1185
N2525	61.0912	23.2244	0.4029	0.0891404
N2525	25.2884	25.0614	0.6322	0.0868704
N2525	36.2455	24.9526	0.3524	0.0533004
N2525	20.2271	25.4765	0.5347	0.0702604
N2525	27.2152	24.4703	0.6689	0.0965104
N2525	40.0216	24.5630	0.3704	0.0553804
N2525	35.8386	23.8594	0.5710	0.13815
N2525	30.2442	25.1478	0.5412	0.10103
N2525	29.8742	25.0840	0.6103	0.12451
N2525	63.0847	22.8469	0.4193	0.1145
N2525	32.2208	24.6890	0.5688	0.0989004
N2525	47.3459	24.2674	0.5849	0.11896
N2525	51.1707	23.3574	0.5875	0.13092
N2608	49.9155	24.2813	0.3652	-0.00230958
N2608	30.2480	26.2066	0.6209	0.1536
N2608	27.3318	24.8739	0.3898	0.0252704
N2608	33.0291	25.1942	0.4715	0.1009
N2608	25.0392	26.2866	0.5939	0.0910904
N2608	49.8658	24.7263	0.5237	0.15521
N2608	50.9501	24.7423	0.4833	0.11988
N2608	72.8835	24.0866	0.3810	0.0825404
N2608	50.2343	23.8453	0.5479	0.1252
N2608	70.0418	24.4387	0.5711	0.16207
N2608	44.0484	25.1226	0.4948	0.14881
N2608	33.8145	25.9132	0.5538	0.12408
N2608	85.5252	23.6309	0.5172	0.11172
N2608	59.7850	24.8966	0.5604	0.11205
N2608	27.3685	25.6636	0.5903	0.0956204
N2608	44.1437	24.2383	0.5938	0.10579
N2608	53.0332	24.4674	0.5365	0.0983204
N2608	34.3239	24.4871	0.6697	0.0986704
N2608	31.7652	24.5430	0.6049	0.10615
N2608	34.0667	26.1378	0.7465	0.12751
N2608	60.7094	24.1006	0.5348	0.15259
N2608	31.1793	24.0186	0.5866	0.15342
N3021	20.5009	25.3149	0.5959	0.0536404
N3021	20.9059	25.5636	0.5447	0.0476904
N3021	22.8660	25.3764	0.3674	-0.0520396
N3021	23.8282	25.5425	0.5803	0.0669904
N3021	25.0540	25.2675	0.4301	0.0191704
N3021	26.6480	24.9565	0.6026	0.0330004
N3021	27.4589	25.7701	0.5240	0.0918204
N3021	31.5185	24.5089	0.5191	0.0932904
N3021	33.0906	24.7757	0.5033	0.0858904
N3021	33.0109	24.7680	0.4951	0.0805704
N3021	35.1333	25.6499	0.4340	0.0587504
N3021	36.1960	24.6858	0.5554	0.0557204
N3021	39.2138	24.7497	0.5473	0.0407204
N3021	40.3162	24.7228	0.6929	0.10637
N3021	40.9759	24.4321	0.5612	0.0811604
N3021	57.7863	24.0609	0.3190	0.0205904
N3147	37.3664	25.3587	0.6390	0.18131
N3147	32.0621	26.0928	0.5232	0.17737
N3147	74.3295	23.7363	0.5537	0.15734
N3147	71.6506	24.8444	0.5071	0.17736
N3147	36.8274	25.7901	0.5645	0.16777
N3147	68.6627	24.1814	0.5444	0.192
N3147	40.1532	25.2173	0.5869	0.17508
N3147	39.0099	25.0343	0.6292	0.16633
N3147	31.1606	25.8617	0.5504	0.17011
N3147	30.7098	26.4645	0.5096	0.16849
N3147	76.9587	24.5248	0.5531	0.17421
N3147	44.0080	25.3431	0.8871	0.18651
N3147	32.0086	25.8737	0.6737	0.18146
N3147	69.3017	24.4365	0.4725	0.17383
N3147	80.5759	24.8058	0.5886	0.19122
N3147	76.8014	24.7659	0.6154	0.1874
N3147	70.1615	23.2260	0.4721	0.18468
N3147	34.4745	25.7953	0.5941	0.17083
N3147	59.8275	25.2389	0.4760	0.15783
N3147	48.9199	25.0213	0.5620	0.19127
N3147	71.2781	24.1319	0.4295	0.17089
N3147	51.5284	25.1937	0.5568	0.18878
N3147	43.2829	25.2372	0.5434	0.15403
N3147	30.9674	26.0581	0.5571	0.15373
N3147	62.9869	24.5159	0.4077	0.15901
N3147	47.5557	25.3178	0.5200	0.18264
N3147	49.4995	25.0631	0.6516	0.17167
N3254	38.8850	25.0586	0.4511	-0.2265
N3254	29.5801	25.1165	0.5815	0.00110042
N3254	22.5698	25.5318	0.5968	-0.21637
N3254	18.3589	25.9854	0.5003	-0.17502
N3254	33.2037	24.1768	0.3721	-0.27084
N3254	58.0313	23.8125	0.4396	-0.15087
N3254	57.9207	24.1295	0.2871	-0.24255
N3254	26.6842	25.2915	0.5154	-0.20065
N3254	67.8927	23.9703	0.2070	-0.29663
N3254	39.9879	25.0837	0.5347	-0.28826
N3254	27.4637	25.3363	0.5217	-0.28334
N3254	15.6233	26.6213	0.5507	-0.35913
N3254	19.8322	25.9756	0.5027	-0.36956
N3254	29.5443	25.2744	0.5245	-0.0211596
N3254	74.3125	23.9194	0.5552	0.0313904
N3254	20.4723	24.6684	0.4738	-0.22463
N3254	56.9203	23.8009	0.5176	-0.0151196
N3254	34.7557	24.2809	0.3729	-0.28268
N3254	35.8786	25.2112	0.5741	0.0445204
N3254	29.5841	23.9116	0.5242	-0.1766
N3254	54.6964	24.5454	0.4113	-0.14187
N3254	28.5269	25.2116	0.4791	-0.0545596
N3254	75.5360	23.8076	0.1923	-0.24845
N3254	31.7244	24.8841	0.5911	-0.12937
N3254	55.4819	24.2187	0.2351	-0.33084
N3254	32.6472	24.3278	0.5702	-0.28729
N3254	34.0299	24.4061	0.4474	-0.1064
N3254	96.1984	23.3690	0.3868	-0.0955496
N3254	53.6880	23.4921	0.4758	0.0116104
N3254	37.4236	24.4300	0.4340	-0.29678
N3254	43.8873	25.6284	0.5251	-0.2305
N3254	36.0538	25.4678	0.5224	-0.24607
N3254	33.6168	25.6485	0.4439	-0.25909
N3254	50.9255	23.9629	0.2340	-0.30817
N3254	22.2632	24.7878	0.5176	-0.23981
N3254	30.8244	24.7500	0.5797	-0.18206
N3254	68.3874	24.1075	0.2415	-0.28807
N3254	24.3428	24.2084	0.6218	-0.10723
N3254	27.2437	24.9892	0.6089	-0.0876596
N3254	58.5708	24.3849	0.6325	-0.00829958
N3254	45.3656	23.5715	0.3148	-0.25004
N3254	32.1534	24.4784	0.5440	-0.17536
N3254	30.4353	25.3209	0.6442	-0.0387096
N3254	66.8116	23.5172	0.3152	-0.1946
N3254	59.7156	23.5534	0.5614	0.0207804
N3254	73.2544	23.8664	0.2972	-0.0930396
N3254	30.5586	24.9869	0.4108	-0.14025
N3254	22.2533	25.5018	0.5349	-0.29636
N3370	23.9687	25.3320	0.5236	-0.14252
N3370	23.9807	25.7719	0.6332	-0.0276496
N3370	24.5255	25.6254	0.3261	-0.37161
N3370	24.7905	25.2111	0.3253	-0.27584
N3370	24.8492	24.9242	0.3125	-0.20938
N3370	25.2785	25.2444	0.6740	-0.00525958
N3370	25.3074	24.6659	0.3538	-0.13827
N3370	26.2885	24.7300	0.3095	-0.22049
N3370	26.5594	25.4505	0.4707	-0.12544
N3370	26.7069	25.2662	0.3704	-0.29757
N3370	27.3742	25.9222	0.4077	-0.25852
N3370	28.3752	25.0702	0.5046	-0.25166
N3370	28.8703	24.5789	0.3872	-0.11797
N3370	29.4021	25.3231	0.3674	-0.2692
N3370	29.6551	25.4676	0.6079	-0.11453
N3370	29.9131	25.0002	0.5646	-0.0172796
N3370	30.0157	24.7558	0.5603	-0.0529896
N3370	30.0276	24.8426	0.6651	0.0500204
N3370	30.1930	24.3786	0.3972	-0.31312
N3370	30.2627	25.5222	0.5606	-0.0959796
N3370	31.0795	24.2865	0.3493	-0.24819
N3370	31.1900	25.4838	0.5615	-0.0446296
N3370	31.2458	24.9702	0.3216	-0.18552
N3370	31.3425	24.7050	0.2710	-0.19065
N3370	32.2797	24.7663	0.4713	0.00963042
N3370	32.4122	23.9828	0.4451	-0.13882
N3370	32.6642	24.3187	0.5087	-0.0583496
N3370	33.3067	25.6973	0.9022	-0.00617958
N3370	33.9342	24.4473	0.5936	-0.00791958
N3370	34.4999	23.9831	0.6006	0.0378304
N3370	34.8286	25.3371	0.5343	0.00763042
N3370	34.9182	24.4623	0.3829	-0.20326
N3370	35.1115	24.5962	0.4782	-0.17262
N3370	35.1274	24.3241	0.2504	-0.30064
N3370	35.5816	24.4027	0.1882	-0.29024
N3370	35.5875	24.2268	0.3108	-0.21057
N3370	36.3137	24.8212	0.4687	-0.12456
N3370	36.4631	24.6093	0.2221	-0.34181
N3370	37.3107	24.6836	0.3476	-0.14422
N3370	38.2091	24.6586	0.2908	-0.15724
N3370	38.4163	23.8639	0.2889	-0.11632
N3370	38.6146	24.1084	0.4278	-0.1487
N3370	39.0598	24.4125	0.4253	-0.1763
N3370	40.8108	25.0010	0.4743	-0.0333196
N3370	41.0588	24.2043	0.5334	-0.0255596
N3370	42.3288	23.8869	0.4813	-0.0980296
N3370	42.5927	25.0475	0.6409	0.10205
N3370	44.1087	23.6314	0.3178	-0.0749996
N3370	44.1923	24.2124	0.5787	0.0846604
N3370	42.7421	23.3822	0.4432	-0.0975096
N3370	44.9633	24.7441	0.6441	0.0751104
N3370	45.1864	24.0132	0.4011	-0.0758196
N3370	46.3756	24.3907	0.2327	-0.2691
N3370	47.4703	23.8541	0.3343	-0.0423496
N3370	49.2343	24.9609	0.5217	-0.13032
N3370	49.4963	24.1310	0.3448	-0.16065
N3370	53.8928	24.0470	0.3821	-0.15617
N3370	54.1000	24.4291	0.4570	0.0344804
N3370	55.0531	25.2507	0.4726	-0.0391996
N3370	56.9228	23.9836	0.6324	0.0721504
N3370	61.5166	23.5086	0.2446	-0.17276
N3370	61.5564	24.0904	0.4102	-0.0902496
N3370	66.6422	23.6977	0.2124	-0.24371
N3370	67.1611	23.4074	0.1797	-0.2406
N3370	67.4728	23.5058	0.4620	0.0630004
N3370	68.7179	23.1894	0.2090	-0.0917896
N3370	69.2598	24.5816	0.3197	-0.13427
N3370	72.5437	23.2423	0.3620	-0.0201096
N3370	75.1931	23.4283	0.2441	-0.0576596
N3370	78.7281	22.8072	0.2185	-0.14767
N3370	84.5808	24.1113	0.5247	0.0415504
N3370	87.8161	23.5158	0.1751	-0.15812
N3370	95.7157	23.1934	0.2726	-0.12626
N3447	32.2670	24.7813	0.2088	-0.19942
N3447	19.9539	25.2229	0.5926	-0.1818
N3447	31.7140	24.5905	0.3199	-0.18046
N3447	25.1285	24.7502	0.3150	-0.22662
N3447	32.5500	24.4865	0.1593	-0.18631
N3447	32.4115	25.0127	0.2062	-0.24683
N3447	71.3259	23.4480	0.1226	-0.18009
N3447	26.8533	24.8822	0.3945	-0.1797
N3447	33.5505	24.6112	0.2403	-0.19047
N3447	46.9766	23.7681	0.1513	-0.16158
N3447	21.9339	25.2205	0.4910	-0.21741
N3447	23.2790	24.6364	0.5316	-0.16203
N3447	21.9239	25.4869	0.4683	-0.13394
N3447	29.9353	24.6918	0.3759	-0.12884
N3447	21.3459	24.8103	0.5607	-0.144
N3447	48.2700	23.9798	0.2466	-0.18713
N3447	56.4599	23.7377	0.0999	-0.15472
N3447	27.7242	24.8835	0.5595	-0.16186
N3447	20.4800	25.5307	0.5340	-0.23489
N3447	32.9406	24.3284	0.4109	-0.14574
N3447	34.6406	24.2570	0.4327	-0.10512
N3447	35.3092	24.7991	0.8749	-0.13535
N3447	36.4691	24.5050	0.1785	-0.15059
N3447	42.1368	24.0211	0.5391	-0.14131
N3447	22.8645	24.9909	0.2781	-0.16156
N3447	21.4665	24.7950	0.2380	-0.15918
N3447	24.1111	25.3089	0.6464	-0.14394
N3447	29.8616	24.4672	0.4972	-0.12971
N3447	39.4794	24.1220	0.5276	-0.13911
N3447	33.1658	25.0807	0.3387	-0.21656
N3447	37.3081	24.8021	0.3991	-0.14207
N3447	42.1209	23.7396	0.4135	-0.23818
N3447	48.4853	24.0937	0.1555	-0.14328
N3447	27.6963	24.8684	0.3958	-0.18385
N3447	23.9576	25.2901	0.6239	-0.1445
N3447	25.8011	25.0322	0.3683	-0.14715
N3447	29.9742	24.0811	0.4827	-0.12523
N3447	45.7789	24.1497	0.2473	-0.23475
N3447	24.7907	25.0991	0.5821	-0.12496
N3447	27.6604	24.9244	0.7062	-0.13173
N3447	59.1254	23.6392	0.2505	-0.21921
N3447	34.1852	23.8019	0.2178	-0.14563
N3447	28.3191	24.5245	0.3727	-0.1406
N3447	39.6726	23.9100	0.2676	-0.15078
N3447	20.2967	25.1116	0.5705	-0.0919096
N3447	36.1163	24.1100	0.3847	-0.14621
N3447	24.2038	25.2266	0.5911	-0.12914
N3447	36.0117	24.0993	0.1759	-0.15523
N3447	44.8184	23.7470	0.5199	-0.13033
N3447	22.8057	25.4262	0.3302	-0.15474
N3447	20.2758	25.0219	0.3522	-0.16053
N3447	31.8615	24.8375	0.5210	-0.12328
N3447	40.6004	23.9886	0.1456	-0.11892
N3447	39.1037	23.8917	0.2062	-0.0824696
N3447	40.3393	24.0823	0.3447	-0.19696
N3447	23.4634	24.6593	0.4283	-0.10081
N3447	37.3848	24.2260	0.1802	-0.12153
N3447	35.1199	24.2889	0.5932	-0.18058
N3447	40.4220	23.8165	0.1377	-0.12453
N3447	31.2745	24.8832	0.3274	-0.10129
N3447	46.0040	23.7352	0.3459	-0.13452
N3447	26.2575	24.7257	0.5070	-0.14801
N3447	21.7176	25.5450	0.5173	-0.13972
N3447	72.5356	23.3011	0.2475	-0.0747696
N3447	26.7148	24.5790	0.2130	-0.0903996
N3447	114.3036	22.8370	0.1590	-0.14172
N3447	64.7304	23.3880	0.2635	-0.20056
N3447	38.5288	24.0988	0.1680	-0.13603
N3447	62.6418	23.3473	0.1687	-0.11069
N3447	39.3139	24.5583	0.2746	-0.14226
N3447	47.1759	23.9240	0.2119	-0.13923
N3447	23.9028	25.3058	0.4229	-0.15216
N3447	22.7539	24.8909	0.2341	-0.0875596
N3447	28.4696	25.7216	0.4031	-0.13763
N3447	28.4755	24.5256	0.5158	-0.14706
N3447	28.6698	24.7877	0.1533	-0.0918096
